nama_jobs,type,category,subcategory,client_user_id,register_date,order_date,status_invoice,paid_at,total_paid
(Package - BASIC) Penulisan Profil Perusahaan 1500-5000 Kata (Indonesia),package,Penulisan & Penerjemahan,Penulisan untuk Profil Perusahaan (Bahasa Indonesia),de******76,"December 7, 2023, 1:23 AM","December 7, 2023, 1:26 AM",,"January 2, 1900, 12:00 AM",0
Jasa review google maps,gigs,Pemasaran & Periklanan,Review Google Maps,ag******24,"December 6, 2023, 9:24 PM","December 7, 2023, 9:02 AM",success,"December 7, 2023, 9:04 AM","202,811"
Kontes Desain Logo Perusahaan,contest,Desain Grafis & Branding,Desain Logo,in******00,"December 7, 2023, 8:24 AM","December 7, 2023, 9:22 AM",,"January 2, 1900, 12:00 AM",0
Kontes Desain Logo Perusahaan,contest,Desain Grafis & Branding,Desain Logo,in******00,"December 7, 2023, 8:24 AM","December 7, 2023, 9:39 AM",,"January 2, 1900, 12:00 AM",0
(Package - BASIC) Edit 15-60 Detik Video (Minimum Order 1 Video),package,"Video, Fotografi & Audio",Edit Video,pr******99,"December 7, 2023, 2:31 PM","December 7, 2023, 2:34 PM",,"January 2, 1900, 12:00 AM",0
HAPUS BACKGROUND FOTO PRODUK MURAH,gigs,"Video, Fotografi & Audio",Edit Foto,gu******02,"December 7, 2023, 3:13 PM","December 7, 2023, 3:19 PM",,"January 2, 1900, 12:00 AM",0
Pembuatan Desain Maskot,private,,,am******31,"August 14, 2023, 12:58 PM","December 7, 2023, 3:50 PM",success,"December 9, 2023, 4:41 PM","627,553"
(Package - BASIC) Terjemah Bahasa Inggris ke Indonesia (750-2500 Kata),package,Penulisan & Penerjemahan,Terjemahan,na******05,"December 7, 2023, 4:03 PM","December 7, 2023, 6:16 PM",,"January 2, 1900, 12:00 AM",0
Pembuatan Desain Lobby Apartemen,private,,,fe****fh,"June 8, 2023, 9:15 AM","December 7, 2023, 7:57 PM",,"January 2, 1900, 12:00 AM",0
(Package - BASIC) Pembuatan 5-15 Video IG Reels/Youtube Shorts/TikTok,package,Pemasaran & Periklanan,Pembuatan Video Reels/TikTok,ri******47,"December 7, 2023, 8:01 PM","December 7, 2023, 8:08 PM",,"January 2, 1900, 12:00 AM",0
Job Tambahan Jasa Foto Produk WPC,private,,,bh******28,"November 23, 2023, 1:14 PM","December 7, 2023, 8:09 PM",,"January 2, 1900, 12:00 AM",0
(Package - BASIC) Fotografi Makanan & Minuman (7-45 Foto),package,"Video, Fotografi & Audio",Fotografi Makanan & Minuman,ar******14,"December 7, 2023, 8:16 PM","December 7, 2023, 8:20 PM",,"January 2, 1900, 12:00 AM",0
(Package - BASIC) Pembuatan 2-4 Video Iklan Produk/Jasa/Brand di IG/Youtube/TikTok (30-60 Detik),package,"Video, Fotografi & Audio",Video Shooting,ri******08,"December 7, 2023, 11:57 PM","December 8, 2023, 12:25 AM",,"January 2, 1900, 12:00 AM",0
(Package - BASIC) Desain & Posting IG & FB Feed/Stories (20-25 Desain),package,Pemasaran & Periklanan,Social Media Marketing,nu******68,"December 8, 2023, 4:50 AM","December 8, 2023, 4:53 AM",,"January 2, 1900, 12:00 AM",0
"231201 Berkunjung ke 1 toko di Arengka, Pekanbaru",public,,,mf*01,"October 6, 2016, 8:38 PM","December 8, 2023, 5:13 AM",success,"December 8, 2023, 5:14 AM","53,056"
(Package - BASIC) Video Motion Graphic,package,"Video, Fotografi & Audio",Motion Grafis,re******99,"December 8, 2023, 6:23 AM","December 8, 2023, 6:31 AM",,"January 2, 1900, 12:00 AM",0
Jasa Penulisan Artikel untuk Website (Januari 2024 ),private,,,ki**ra,"September 24, 2020, 10:37 AM","December 8, 2023, 9:35 AM",success,"January 19, 2024, 4:05 PM","470,285"
Jasa Penulisan Artikel untuk Website (Februari 2024 ),private,,,ki**ra,"September 24, 2020, 10:37 AM","December 8, 2023, 9:36 AM",success,"February 15, 2024, 8:40 AM","470,541"
Jasa Penulisan Artikel untuk Website (Maret 2024 ),private,,,ki**ra,"September 24, 2020, 10:37 AM","December 8, 2023, 9:37 AM",success,"March 1, 2024, 11:16 AM","470,294"
Jasa Upload Artikel Untuk Website ( Januari 2024 ),private,,,ki**ra,"September 24, 2020, 10:37 AM","December 8, 2023, 9:38 AM",success,"January 19, 2024, 4:05 PM","313,492"
Jasa Upload Artikel Untuk Website ( Februari 2024 ),private,,,ki**ra,"September 24, 2020, 10:37 AM","December 8, 2023, 9:39 AM",success,"February 15, 2024, 8:40 AM","313,988"
Jasa Upload Artikel Untuk Website ( Maret 2024 ),private,,,ki**ra,"September 24, 2020, 10:37 AM","December 8, 2023, 9:39 AM",success,"March 1, 2024, 11:17 AM","313,704"
(Package - BASIC) Penulisan Buku & E-Book 50-150 Halaman,package,Penulisan & Penerjemahan,Buku & Penulisan E-Book,ri******38,"December 7, 2023, 11:13 PM","December 8, 2023, 9:44 AM",,"January 2, 1900, 12:00 AM",0
(Package - PREMIUM) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Inggris),package,Penulisan & Penerjemahan,Penulisan Blog & Article,al******71,"December 8, 2023, 10:17 AM","December 8, 2023, 10:20 AM",,"January 2, 1900, 12:00 AM",0
(Package - MIDDLE) Graphic Designer,package,Desain Grafis & Branding,Graphic Designer,er*********wo,"February 3, 2015, 12:54 PM","December 8, 2023, 10:51 AM",success,"December 8, 2023, 11:42 AM","3,166,491"
(Package - MIDDLE) iOS Developer,package,Web & Pemrograman,Aplikasi IOS,ra****ta,"December 21, 2022, 1:30 PM","December 8, 2023, 11:09 AM",success,"December 8, 2023, 5:44 PM","6,332,223"
Kontes Desain Label untuk Minuman Nata de coco Rasa,contest,Desain Grafis & Branding,Desain Label,in********71,"December 20, 2021, 11:37 AM","December 8, 2023, 11:35 AM",success,"December 8, 2023, 2:52 PM","4,110,933"
Jasa review google maps,gigs,Pemasaran & Periklanan,Review Google Maps,al******17,"December 8, 2023, 1:16 PM","December 8, 2023, 1:20 PM",success,"December 8, 2023, 2:50 PM","202,813"
Jasa review google maps,gigs,Pemasaran & Periklanan,Review Google Maps,al******17,"December 8, 2023, 1:16 PM","December 8, 2023, 2:16 PM",success,"December 8, 2023, 2:40 PM","70,951"
Desain Standee,private,,,#VALUE!,"October 2, 2020, 11:39 AM","December 8, 2023, 3:49 PM",success,"December 22, 2023, 11:37 AM","1,148,859"
Jasa review google maps,gigs,Pemasaran & Periklanan,Review Google Maps,ro******86,"December 8, 2023, 4:35 PM","December 8, 2023, 4:43 PM",success,"December 8, 2023, 4:44 PM","71,143"
(Package - BASIC) Input Data di Excel/Spreadsheet (100-1000 Baris),package,Penulisan & Penerjemahan,Input Data di Excel,ri******75,"August 2, 2023, 11:06 AM","December 8, 2023, 4:50 PM",,"January 2, 1900, 12:00 AM",0
Kontes Desain Logo dan Stationary untuk Perusahaan Logistik / Freight Forwarder,contest,Desain Grafis & Branding,Desain Logo & Stationery,fi******82,"November 17, 2023, 11:55 AM","December 8, 2023, 10:57 PM",success,"December 8, 2023, 11:06 PM","8,943,000"
(Package - BASIC) Penulisan Deskripsi 50-300 Produk (Indonesia),package,Penulisan & Penerjemahan,Penulisan Deskripsi Produk,in******75,"December 9, 2023, 8:22 AM","December 9, 2023, 8:24 AM",,"January 2, 1900, 12:00 AM",0
Update price list,private,,,Sa********01,"January 30, 2023, 8:17 AM","December 9, 2023, 3:21 PM",,"January 2, 1900, 12:00 AM",0
(Package - PLUS) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,ka*****ja,"November 5, 2015, 7:03 PM","December 9, 2023, 3:21 PM",success,"December 9, 2023, 3:40 PM","527,799"
Mela Test,contest,Desain Grafis & Branding,Desain Kemasan,si*by,"May 3, 2016, 11:16 AM","December 9, 2023, 3:27 PM",,"January 2, 1900, 12:00 AM",0
Perubahan Company Profile,private,,,ka******07,"August 26, 2019, 10:49 PM","December 9, 2023, 8:41 PM",success,"December 9, 2023, 8:42 PM","783,468"
(Package - BASIC) Desain Kaos (1-3 Pilihan Desain),package,Desain Grafis & Branding,Desain Baju,na**ai,"June 12, 2020, 11:08 PM","December 9, 2023, 10:06 PM",success,"December 9, 2023, 10:07 PM","317,291"
Ikan Bandeng,contest,Desain Grafis & Branding,Desain Logo,Ad******99,"December 9, 2023, 9:39 PM","December 9, 2023, 11:07 PM",,"January 2, 1900, 12:00 AM",0
(Package - BASIC) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Inggris),package,Penulisan & Penerjemahan,Penulisan Blog & Article,ir******55,"December 9, 2023, 11:49 PM","December 10, 2023, 12:03 AM",,"January 2, 1900, 12:00 AM",0
(Package - BASIC) Edit 15-60 Detik Video (Minimum Order 1 Video),package,"Video, Fotografi & Audio",Edit Video,ma******04,"December 10, 2023, 3:54 AM","December 10, 2023, 3:56 AM",,"January 2, 1900, 12:00 AM",0
Desain Logo untuk Bisnismu menjadi lebih menarik,gigs,Desain Grafis & Branding,Desain Logo,ne******51,"December 10, 2023, 7:19 AM","December 10, 2023, 7:51 AM",,"January 2, 1900, 12:00 AM",0
Upgrade sistem tanggalan gudang,private,,,di*******73,"September 22, 2015, 4:12 PM","December 10, 2023, 11:39 AM",success,"December 10, 2023, 11:42 AM","522,894"
Rumah sakit,contest,Desain Grafis & Branding,Desain Logo,pa******47,"December 10, 2023, 3:13 PM","December 10, 2023, 3:18 PM",,"January 2, 1900, 12:00 AM",0
Google review,private,,,Si*****21,"November 13, 2023, 3:30 PM","December 10, 2023, 3:19 PM",success,"December 10, 2023, 3:19 PM","105,103"
Jam tangan wanita,contest,Desain Grafis & Branding,Desain Produk,vy******40,"December 10, 2023, 4:02 PM","December 10, 2023, 4:06 PM",,"January 2, 1900, 12:00 AM",0
(Package - PREMIUM) Pembuatan Video Profil Perusahaan (3-10 Menit),package,"Video, Fotografi & Audio",Video Shooting,ma******48,"December 11, 2023, 7:45 AM","December 11, 2023, 7:48 AM",,"January 2, 1900, 12:00 AM",0
Desain Poster Keren buat UMKM-mu!,gigs,Desain Grafis & Branding,Desain Poster,be******97,"December 11, 2023, 8:27 AM","December 11, 2023, 8:34 AM",,"January 2, 1900, 12:00 AM",0
Desain Logo Profesional UntukMerek Produk dan Bisnis Anda,gigs,Desain Grafis & Branding,Desain Logo,jo****wu,"February 19, 2014, 10:26 AM","December 11, 2023, 9:40 AM",success,"December 11, 2023, 10:37 AM","759,220"
Kontes Desain Logo untuk Perusahaan,contest,Desain Grafis & Branding,Desain Logo,in******00,"December 7, 2023, 8:24 AM","December 11, 2023, 11:20 AM",success,"December 12, 2023, 11:43 AM","7,398,389"
Desain produk,contest,Desain Grafis & Branding,Desain Kemasan,ir******69,"December 11, 2023, 1:23 PM","December 11, 2023, 1:29 PM",,"January 2, 1900, 12:00 AM",0
(Package - BASIC) Desain & Posting IG & FB Feed/Stories (20-25 Desain),package,Pemasaran & Periklanan,Social Media Marketing,so******z1,"December 14, 2020, 9:39 AM","December 11, 2023, 2:15 PM",success,"December 13, 2023, 5:27 PM","2,417,083"
Jasa Pembuatan Konten Sosial Media Bahasa Inggris,private,,,so******z1,"December 14, 2020, 9:39 AM","December 11, 2023, 2:18 PM",success,"December 13, 2023, 5:26 PM","1,563,312"
(Package - MIDDLE) Graphic Designer,package,Desain Grafis & Branding,Graphic Designer,pt*****02,"April 16, 2021, 5:05 PM","December 11, 2023, 5:04 PM",success,"December 27, 2023, 12:10 PM","3,166,810"
Desain bebas,contest,Desain Grafis & Branding,Desain Logo & Stationery,wi******03,"December 11, 2023, 9:42 PM","December 11, 2023, 9:50 PM",,"January 2, 1900, 12:00 AM",0
tes123asdawd,contest,Desain Grafis & Branding,Desain Logo,ki******33,"December 11, 2023, 10:25 PM","December 11, 2023, 10:30 PM",,"January 2, 1900, 12:00 AM",0
231201 Berkunjung ke 1 toko di Medan,public,,,mf*01,"October 6, 2016, 8:38 PM","December 11, 2023, 11:18 PM",success,"December 11, 2023, 11:19 PM","84,426"
"231201 Berkunjung ke 1 toko di Rancasari, Bandung",public,,,mf*01,"October 6, 2016, 8:38 PM","December 11, 2023, 11:27 PM",success,"December 11, 2023, 11:29 PM","115,691"
(Package - BASIC) Pasang Subtitle di 1 Video Youtube/Company Profile/Lainnya (5-30 Menit),package,"Video, Fotografi & Audio",Subtitle,ra******85,"December 12, 2023, 8:13 AM","December 12, 2023, 8:19 AM",,"January 2, 1900, 12:00 AM",0
Kontes Desain Logo Kasih Ibu Fertility Clinic,contest,Desain Grafis & Branding,Desain Logo,ka*************ta,"July 28, 2021, 1:50 PM","December 12, 2023, 9:45 AM",success,"December 12, 2023, 1:14 PM","2,577,867"
(Package - BASIC) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Inggris),package,Penulisan & Penerjemahan,Penulisan Blog & Article,ro******25,"December 12, 2023, 11:19 AM","December 12, 2023, 11:21 AM",,"January 2, 1900, 12:00 AM",0
Kontes Desain Kemasan Untuk Minyak Goreng,contest,Desain Grafis & Branding,Desain Kemasan,an******31,"December 12, 2023, 11:32 AM","December 12, 2023, 11:49 AM",success,"December 12, 2023, 5:12 PM","3,599,986"
Desain Infografis,gigs,Desain Grafis & Branding,Desain Infografis,ry******93,"December 11, 2023, 3:00 PM","December 12, 2023, 12:50 PM",success,"December 12, 2023, 12:50 PM","455,603"
"(1 HARI JADI) Desain Kemasan Perusahaan, Cafe & Restoran, Website, Komunitas dan Toko Online",gigs,Desain Grafis & Branding,Desain Kemasan,he******32,"December 11, 2023, 3:12 PM","December 12, 2023, 1:45 PM",success,"December 12, 2023, 2:32 PM","354,148"
(Package - PLUS) Penulisan Profil Perusahaan 1500-5000 Kata (Inggris),package,Penulisan & Penerjemahan,Penulisan untuk Profil Perusahaan (Bahasa Inggris),si******57,"December 2, 2023, 11:56 AM","December 12, 2023, 1:47 PM",success,"December 13, 2023, 10:42 AM","1,055,954"
Content promosi,public,,,ce******06,"September 17, 2023, 1:43 PM","December 12, 2023, 1:56 PM",success,"December 12, 2023, 3:32 PM","209,551"
Lucky Design & Art,contest,Desain Grafis & Branding,Desain Kartu Nama dan Stationery,ic******49,"December 12, 2023, 5:23 PM","December 12, 2023, 5:42 PM",,"January 2, 1900, 12:00 AM",0
Job Maintainance Website ( Desember ),private,,,je********li,"October 23, 2020, 2:16 PM","December 12, 2023, 5:50 PM",success,"December 15, 2023, 4:14 PM","522,787"
Desain Logo untuk Sepatu Kerja,contest,Desain Grafis & Branding,Desain Logo,my****id,"May 26, 2023, 5:01 PM","December 12, 2023, 10:22 PM",success,"December 12, 2023, 10:22 PM","4,110,719"
(Package - BASIC) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,la******16,"December 13, 2023, 9:35 AM","December 13, 2023, 9:40 AM",success,"December 13, 2023, 6:22 PM","187,131"
(Package - BASIC) Desain Banner Digital untuk Web Banner/Banner Shopee/Tokopedia (2-8 Pilihan Desain),package,Desain Grafis & Branding,Desain Banner/Billboard,ar******44,"October 24, 2023, 1:19 PM","December 13, 2023, 9:47 AM",success,"December 13, 2023, 9:49 AM","274,596"
(Package - BASIC) Desain Brosur/Flyer (1 Halaman/Lipat 2/Lipat 3),package,Desain Grafis & Branding,Desain Brosur/Flyer,ar******44,"October 24, 2023, 1:19 PM","December 13, 2023, 9:50 AM",success,"December 13, 2023, 9:52 AM","274,757"
Pembuatan Desain Lobby Apartemen,private,,,fe****fh,"June 8, 2023, 9:15 AM","December 13, 2023, 10:36 AM",success,"December 14, 2023, 4:46 PM","2,083,895"
Jasa review google maps,gigs,Pemasaran & Periklanan,Review Google Maps,si*by,"May 3, 2016, 11:16 AM","December 13, 2023, 1:17 PM",,"January 2, 1900, 12:00 AM",0
Jasa review google maps,gigs,Pemasaran & Periklanan,Review Google Maps,ro******47,"December 13, 2023, 12:56 PM","December 13, 2023, 1:23 PM",,"January 2, 1900, 12:00 AM",0
(Package - PREMIUM) Edit Foto dari Ganti Background/Koreksi Warna/Lainnya (Minimum Order 1 Foto),package,"Video, Fotografi & Audio",Edit Foto,ro******47,"December 13, 2023, 12:56 PM","December 13, 2023, 1:35 PM",success,"December 13, 2023, 1:49 PM","106,013"
Desain Banner Iklan Detik.com,public,,,ga******pl,"August 1, 2023, 2:07 PM","December 13, 2023, 2:00 PM",success,"December 13, 2023, 3:12 PM","314,214"
Sribu Business Lead Generation,package,Web & Pemrograman,Pengembangan Website Lainnya,xp******id,"July 28, 2021, 10:33 AM","December 13, 2023, 3:15 PM",success,"December 13, 2023, 3:23 PM","4,717,500"
(Package - PREMIUM) Fotografi Katalog Tokopedia / Shopee / IG / TikTok (5-30 Produk),package,"Video, Fotografi & Audio",Fotografi,fe******06,"October 6, 2023, 2:48 PM","December 13, 2023, 3:30 PM",,"January 2, 1900, 12:00 AM",0
Kontes Desain Kemasan untuk FnB Coffee,contest,Desain Grafis & Branding,Desain Kemasan,in**************ch,"November 25, 2021, 3:12 PM","December 13, 2023, 4:09 PM",success,"December 14, 2023, 12:29 PM","9,220,800"
Book Translator,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Inggris,mf******85,"December 13, 2023, 7:40 PM","December 13, 2023, 7:47 PM",,"January 2, 1900, 12:00 AM",0
Landing Page,private,,,kk*ov,"June 14, 2023, 11:19 AM","December 13, 2023, 10:29 PM",success,"December 13, 2023, 10:35 PM","760,879"
(Package - BASIC) Desain Kemasan untuk Box/Pouch/Sachet/Botol (1-3 Varian),package,Desain Grafis & Branding,Desain Kemasan,me******78,"December 13, 2023, 11:01 PM","December 13, 2023, 11:02 PM",success,"December 13, 2023, 11:03 PM","264,696"
Ayam Super duper,contest,Desain Grafis & Branding,Desain Logo,ru******45,"December 14, 2023, 1:21 AM","December 14, 2023, 1:56 AM",,"January 2, 1900, 12:00 AM",0
LANDING PAGE DESIGNER,public,,,bo********ya,"January 24, 2023, 3:36 PM","December 14, 2023, 8:59 AM",success,"December 14, 2023, 12:00 PM","1,932,619"
Kontes Desain Compamy Profile untuk Perusahaan Supply Alat Anti Gempa,contest,Desain Grafis & Branding,Desain Company Profile,si******57,"December 2, 2023, 11:56 AM","December 14, 2023, 11:33 AM",success,"December 31, 2023, 5:16 PM","3,599,470"
Upgrade sistem tanggalan dengan waktu,private,,,di*******73,"September 22, 2015, 4:12 PM","December 14, 2023, 1:47 PM",success,"December 14, 2023, 1:50 PM","522,403"
(Package - BASIC) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,ri******75,"August 2, 2023, 11:06 AM","December 14, 2023, 2:23 PM",,"January 2, 1900, 12:00 AM",0
Job Tambahan Desain Kemasan,private,,,me******78,"December 13, 2023, 11:01 PM","December 14, 2023, 3:05 PM",success,"December 15, 2023, 10:28 AM","261,820"
(Package - PREMIUM) Desain & Posting IG & FB Feed/Stories (20-25 Desain),package,Pemasaran & Periklanan,Social Media Marketing,sy******21,"September 4, 2023, 2:10 PM","December 14, 2023, 3:43 PM",success,"December 14, 2023, 4:16 PM","3,430,149"
Test kode Mela,contest,Desain Grafis & Branding,Desain Logo,si*by,"May 3, 2016, 11:16 AM","December 14, 2023, 3:55 PM",,"January 2, 1900, 12:00 AM",0
Kontes Desain Kemasan untuk Filter AC kabin Mobil,contest,Desain Grafis & Branding,Desain Kemasan,se****99,"September 18, 2023, 3:13 PM","December 14, 2023, 4:51 PM",success,"December 15, 2023, 11:42 AM","5,743,396"
Sribu Business Lead Generation,package,Web & Pemrograman,Pengembangan Website Lainnya,ad*******es,"October 26, 2022, 11:19 AM","December 14, 2023, 4:52 PM",success,"December 14, 2023, 5:02 PM","9,990,000"
(Package - PLUS) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,yo******93,"December 14, 2023, 3:58 PM","December 14, 2023, 4:59 PM",,"January 2, 1900, 12:00 AM",0
(Package - PLUS) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,yo******93,"December 14, 2023, 3:58 PM","December 14, 2023, 5:01 PM",success,"December 18, 2023, 1:13 PM","638,838"
Kontes Desain Logo PT. Merah Putih Investement,contest,Desain Grafis & Branding,Desain Logo,yu******62,"December 14, 2023, 4:06 PM","December 14, 2023, 5:36 PM",success,"December 18, 2023, 1:05 PM","2,411,290"
Kontes Desain Logo PT. Golden Putra Mandiri,contest,Desain Grafis & Branding,Desain Logo,yu******62,"December 14, 2023, 4:06 PM","December 14, 2023, 5:39 PM",success,"December 18, 2023, 1:01 PM","2,411,422"
Kontes Desain Logo PT Mitra Layar Abadi,contest,Desain Grafis & Branding,Desain Logo,yu******62,"December 14, 2023, 4:06 PM","December 14, 2023, 5:46 PM",success,"December 18, 2023, 12:58 PM","2,410,688"
"Produk Clothing baju, makanan, minuman, aksesoris",contest,Desain Grafis & Branding,Desain Kemasan,hh******98,"December 14, 2023, 6:07 PM","December 14, 2023, 6:12 PM",,"January 2, 1900, 12:00 AM",0
Kontes Desain Logo untuk Perusahaan Air Minum Dalam Kemasan (AMDK),contest,Desain Grafis & Branding,Desain Logo,th****ya,"January 15, 2015, 2:43 PM","December 14, 2023, 8:56 PM",,"January 2, 1900, 12:00 AM",0
(Package - MIDDLE) Graphic Designer,package,Desain Grafis & Branding,Graphic Designer,ra******78,"December 14, 2023, 10:44 PM","December 14, 2023, 10:47 PM",,"January 2, 1900, 12:00 AM",0
(Package - PLUS) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,he******79,"December 15, 2023, 5:43 AM","December 15, 2023, 9:51 AM",success,"December 15, 2023, 1:19 PM","528,454"
(Package - PLUS) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,da*******83,"September 2, 2019, 9:18 AM","December 15, 2023, 9:53 AM",success,"December 15, 2023, 11:44 AM","528,306"
(Package - PREMIUM) Pembuatan 2-4 Video Iklan Produk/Jasa/Brand di IG/Youtube/TikTok (30-60 Detik),package,"Video, Fotografi & Audio",Video Shooting,sy******15,"December 15, 2023, 9:56 AM","December 15, 2023, 9:58 AM",,"January 2, 1900, 12:00 AM",0
Test Kontes,contest,Desain Grafis & Branding,Desain Logo,si*by,"May 3, 2016, 11:16 AM","December 15, 2023, 10:40 AM",,"January 2, 1900, 12:00 AM",0
Kontes Design Logo untuk Dite Tour,contest,Desain Grafis & Branding,Desain Logo,pe****15,"November 1, 2013, 1:05 PM","December 15, 2023, 10:54 AM",success,"December 15, 2023, 11:00 AM","2,688,536"
Desain Logo & Stationary untuk Good Health Clinic by Kiara,contest,Desain Grafis & Branding,Desain Logo & Stationery,pu******04,"December 6, 2023, 12:55 PM","December 15, 2023, 11:14 AM",success,"December 15, 2023, 11:17 AM","3,821,664"
Design kemasan produk,private,,,su*****************ng,"September 9, 2019, 11:32 PM","December 15, 2023, 1:54 PM",,"January 2, 1900, 12:00 AM",0
(Package - BASIC) Fotografi Makanan & Minuman (7-45 Foto),package,"Video, Fotografi & Audio",Fotografi Makanan & Minuman,rs******31,"December 15, 2023, 4:16 PM","December 15, 2023, 4:18 PM",,"January 2, 1900, 12:00 AM",0
(Package - PREMIUM) Terjemah Bahasa Indonesia ke Jepang (500-2500 Kata),package,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,hr******30,"December 13, 2023, 11:49 AM","December 15, 2023, 5:39 PM",,"January 2, 1900, 12:00 AM",0
(Package - PLUS) Edit Foto dari Ganti Background/Koreksi Warna/Lainnya (Minimum Order 1 Foto),package,"Video, Fotografi & Audio",Edit Foto,To******wn,"December 15, 2023, 8:11 PM","December 15, 2023, 9:21 PM",success,"December 15, 2023, 9:22 PM","58,392"
(Package - PLUS) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,ab******eb,"January 5, 2019, 7:04 PM","December 16, 2023, 11:56 AM",success,"December 16, 2023, 12:11 PM","528,450"
(Package - PREMIUM) Edit Foto dari Ganti Background/Koreksi Warna/Lainnya (Minimum Order 1 Foto),package,"Video, Fotografi & Audio",Edit Foto,tr******13,"December 15, 2023, 5:16 PM","December 16, 2023, 1:42 PM",success,"December 16, 2023, 1:56 PM","106,408"
Job Jasa Desain 3d Exterior Lighting,private,,,ha******87,"December 16, 2023, 1:43 PM","December 16, 2023, 1:46 PM",,"January 2, 1900, 12:00 AM",0
Job Jasa Desain 3d Exterior Lighting,private,,,ha******87,"December 16, 2023, 1:43 PM","December 16, 2023, 1:56 PM",success,"December 16, 2023, 2:16 PM","731,164"
(Package - BASIC) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Indonesia),package,Penulisan & Penerjemahan,Artikel & Blog Pos,be******50,"December 16, 2023, 2:21 PM","December 16, 2023, 2:30 PM",,"January 2, 1900, 12:00 AM",0
(Package - BASIC) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Indonesia),package,Penulisan & Penerjemahan,Artikel & Blog Pos,be******50,"December 16, 2023, 2:21 PM","December 16, 2023, 2:32 PM",,"January 2, 1900, 12:00 AM",0
(Package - BASIC) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Indonesia),package,Penulisan & Penerjemahan,Artikel & Blog Pos,be******50,"December 16, 2023, 2:21 PM","December 16, 2023, 2:33 PM",success,"December 16, 2023, 2:37 PM","95,379"
"(Package - BASIC) Desain Stationery seperti Kartu Nama, Amplop, Kop Surat (1-2 Pilihan Desain)",package,Desain Grafis & Branding,Desain Kartu Nama dan Stationery,lo******07,"December 16, 2023, 2:32 PM","December 16, 2023, 2:42 PM",,"January 2, 1900, 12:00 AM",0
Kami membutuhkan voice over youtube dengan suara wanita,public,,,al***io,"April 23, 2020, 5:48 PM","December 16, 2023, 8:47 PM",success,"December 16, 2023, 8:51 PM","261,353"
LOGO TRAVELOKA,contest,Desain Grafis & Branding,Desain Logo,na******96,"December 17, 2023, 11:54 AM","December 17, 2023, 11:58 AM",,"January 2, 1900, 12:00 AM",0
(Package - BASIC) Desain Label untuk Box/Pouch/Sachet/Botol (1-4 Varian),package,Desain Grafis & Branding,Desain Label,es******32,"December 17, 2023, 12:13 PM","December 17, 2023, 12:31 PM",,"January 2, 1900, 12:00 AM",0
Jasa Desain Logo Profesional,gigs,Desain Grafis & Branding,Desain Logo,CA************TS,"November 27, 2023, 1:35 PM","December 17, 2023, 12:38 PM",success,"December 17, 2023, 12:40 PM","506,300"
Pembuatan Desain Logo untuk Mutuba Ceria,private,,,ri******ta,"May 9, 2020, 10:06 PM","December 17, 2023, 5:10 PM",success,"December 18, 2023, 8:50 AM","522,420"
(Package - BASIC) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,vi******94,"December 17, 2023, 5:59 PM","December 17, 2023, 6:11 PM",success,"December 17, 2023, 7:22 PM","180,263"
Price System,private,,,di*******73,"September 22, 2015, 4:12 PM","December 18, 2023, 9:13 AM",success,"December 18, 2023, 9:16 AM","1,044,931"
(Package - PREMIUM) Terjemah Bahasa Indonesia ke Jepang (500-2500 Kata),package,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,hr******30,"December 13, 2023, 11:49 AM","December 18, 2023, 9:28 AM",,"January 2, 1900, 12:00 AM",0
(Package - PREMIUM) Terjemah Bahasa Indonesia ke Jepang (500-2500 Kata),package,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,hr******30,"December 13, 2023, 11:49 AM","December 18, 2023, 10:35 AM",success,"December 18, 2023, 12:47 PM","1,970,258"
Bot Twitter,private,,,kk*ov,"June 14, 2023, 11:19 AM","December 18, 2023, 11:01 AM",success,"December 18, 2023, 11:09 AM","4,887,880"
