nama_jobs,type,category,subcategory,client_user_id,register_date,order_date,status_invoice,paid_at,total_paid
Jasa Hapus Akun Facebook Lama Lupa Email dan Password atau Dihack,gigs,Pemasaran & Periklanan,Hapus Akun Facebook,Ar****n.,2024-08-30 22:55:00,2024-08-30 22:59:00,,2024-08-30 23:01:00,105144
DPS2408310001-RizchaIcha,deposit,,,Ri******ha,2024-08-26 16:17:00,2024-08-31 09:40:00,,2024-08-31 09:40:00,4586612
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,Ro*****ar,2024-08-31 20:20:00,2024-08-31 20:24:00,,2024-08-31 20:25:00,100089
Jasa Editing Foto dan Gambar Photoshop,gigs,Desain Grafis & Branding,Edit Gambar & Photoshop,ke*****ua,2024-09-01 08:44:00,2024-09-01 08:54:00,,2024-09-01 08:54:00,202208
Kontes Desain Maskot Perusahaan Ritel Fokus Kosmetik,contest,Desain Grafis & Branding,Desain Maskot/Karakter,em*****dy,2018-10-14 14:38:00,2024-09-01 10:19:00,,2024-09-01 10:19:00,8241193
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Followers TikTok,Yu****29,2024-09-01 16:58:00,2024-09-01 17:16:00,,2024-09-01 17:16:00,100129
Kontes Desain Label Perusahaan Air Minum,contest,Desain Grafis & Branding,Desain Label,RO*****em,2024-07-10 04:17:00,2024-09-01 17:54:00,,2024-09-01 17:55:00,5042200
Test,contest,Desain Grafis & Branding,Desain Logo,te*****24,2024-09-02 04:38:00,2024-09-02 04:40:00,,2024-09-02 04:40:00,5042224
Test,contest,Desain Grafis & Branding,Desain Logo,te*****24,2024-09-02 04:38:00,2024-09-02 04:43:00,,2024-09-02 04:44:00,4598200
Publikasi Jurnal Ilmiah Sinta maupun Scopus,gigs,Penulisan & Penerjemahan,Publikasi Jurnal,Si********ir,2024-08-31 11:05:00,2024-09-02 06:02:00,,2024-09-02 06:02:00,252778
Kontes Desain Logo Perusahaan Produsen Beras Japonica Premium (Beras Jepang),contest,Desain Grafis & Branding,Desain Logo,an******g1,2024-07-29 16:20:00,2024-09-02 08:57:00,,2024-09-02 08:57:00,2665766
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,Dh*****an,2024-09-01 06:30:00,2024-09-02 11:12:00,,2024-09-02 11:12:00,100186
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,An*****36,2024-09-02 10:52:00,2024-09-02 11:16:00,,2024-09-02 11:29:00,104093
Design Logo for Sate Restaurant,contest,Desain Grafis & Branding,Desain Logo,ek******na,2022-07-29 11:09:00,2024-09-02 16:17:00,,2024-09-02 16:17:00,1788510
Professional Logo Design for companies and UMKM,gigs,Desain Grafis & Branding,Desain Logo,Ch*******25,2024-09-01 11:34:00,2024-09-03 10:14:00,,2024-09-03 10:14:00,859350
Design Banner,gigs,Desain Grafis & Branding,Desain Banner/Billboard,ar*****at,2024-09-02 15:36:00,2024-09-03 10:28:00,,2024-09-03 10:28:00,303319
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-09-03 10:42:00,,2024-09-03 10:45:00,151692
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-09-03 10:50:00,,2024-09-03 10:51:00,151660
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-09-03 10:56:00,,2024-09-03 10:56:00,151688
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-09-03 11:01:00,,2024-09-03 11:01:00,151733
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-09-03 11:06:00,,2024-09-03 11:07:00,151729
Youtube Subscribers 100% NON DROP GARANSI SEUMUR HIDUP! HIGH QUALITY!,gigs,Pemasaran & Periklanan,Subscribers YouTube,nu******eh,2024-09-03 15:23:00,2024-09-03 15:32:00,,2024-09-03 15:36:00,151650
Pembuatan Website Landing Page,gigs,Web & Pemrograman,Pembuatan Landing Page,sl******10,2024-09-03 13:06:00,2024-09-03 16:20:00,,2024-09-04 09:40:00,151650
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-09-03 16:33:00,,2024-09-03 16:33:00,151747
flyer selamat hari pelanggan,gigs_custom_offer,,,ly*********st,2024-09-03 21:28:00,2024-09-03 23:12:00,,2024-09-03 23:13:00,100136
Desain Logo (1-4 Pilihan Desain),gigs,Desain Grafis & Branding,Desain Logo,ri******is,2024-09-04 07:29:00,2024-09-04 07:35:00,,2024-09-04 07:35:00,171872
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,mo*************n_,2024-09-04 07:55:00,2024-09-04 08:04:00,,2024-09-04 08:04:00,100125
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,mo*************n_,2024-09-04 07:55:00,2024-09-04 08:10:00,,2024-09-04 08:30:00,100089
Konsultasi pembuatan website dan mobile app,gigs,Konsultasi,Konsultan IT,th*****ts,2020-09-08 17:25:00,2024-09-04 10:42:00,,2024-09-04 10:44:00,4555095
kjljjkljasdasdasdasdasdkjljjkljasdasdasdasdasdkjljjkljasdasdasdasdasdkjljjkljasdasdasdasdasd,contest,Desain Grafis & Branding,Desain Brosur/Flyer,th*****ts,2020-09-08 17:25:00,2024-09-04 10:56:00,,2024-09-04 10:56:00,5553524
Konsultasi pembuatan website dan mobile app,gigs,Konsultasi,Konsultan IT,th*****ts,2020-09-08 17:25:00,2024-09-04 11:55:00,,2024-09-04 11:55:00,5055095
[TEST INTERNAL] Kontes Sribu,contest,Web & Pemrograman,Internal Sribu,ro******od,2024-06-04 15:32:00,2024-09-04 12:42:00,,2024-09-04 12:42:00,333000
Penulisan Artikel dan Blog,gigs,Penulisan & Penerjemahan,Artikel & Blog Pos,ok****ce,2021-07-19 09:25:00,2024-09-04 12:54:00,,2024-09-04 12:54:00,101161
Penulisan Artikel SEO-friendly dan Blog,gigs,Penulisan & Penerjemahan,Artikel & Blog Pos,ok****ce,2021-07-19 09:25:00,2024-09-04 12:58:00,,2024-09-04 12:58:00,101127
Follower Instagram,gigs,Pemasaran & Periklanan,Followers Instagram,an**********ha,2024-09-04 13:47:00,2024-09-04 14:07:00,,2024-09-04 14:08:00,101100
askldaskjdhaskljdhasjhdkajshd,contest,Desain Grafis & Branding,Desain Banner/Billboard,th*****ts,2020-09-08 17:25:00,2024-09-04 15:45:00,,2024-09-04 15:45:00,2665776
"Desain Kartu Nama Minimalist, Modern Dan Elegant",gigs,Desain Grafis & Branding,Desain Kartu Nama dan Stationery,an********at,2024-09-04 16:49:00,2024-09-04 16:53:00,,2024-09-04 16:53:00,202268
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Followers TikTok,El********ia,2024-09-05 02:00:00,2024-09-05 02:16:00,,2024-09-05 02:22:00,100089
Jasa Hapus Akun Facebook Lama Lupa Email dan Password atau Dihack,gigs,Pemasaran & Periklanan,Hapus Akun Facebook,Av****aa,2024-09-05 02:49:00,2024-09-05 02:54:00,,2024-09-05 02:55:00,101100
Personal Administrative Kak Gini Arimbi,gigs_custom_offer,,,ar****89,2024-06-16 10:45:00,2024-09-05 08:34:00,,2024-09-05 08:34:00,202237
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,si************se,2024-09-05 11:29:00,2024-09-05 11:31:00,,2024-09-05 11:31:00,100112
Logo Phitagoras Andalan Keselamatan,contest,Desain Grafis & Branding,Desain Logo,an**************as,2024-08-19 08:59:00,2024-09-05 14:45:00,,2024-09-05 14:51:00,2772380
Kontes Desain Logo untuk SahabatQu Mengaji,contest,Desain Grafis & Branding,Desain Logo,fa********ki,2024-07-23 09:25:00,2024-09-05 15:06:00,,2024-09-05 15:06:00,1788581
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Followers TikTok,iw***********12,2024-09-05 18:16:00,2024-09-05 18:20:00,,2024-09-05 18:20:00,100156
Plus,gigs,Desain Grafis & Branding,Desain Banner/Billboard,th*****ts,2020-09-08 17:25:00,2024-09-06 09:28:00,,2024-09-06 09:28:00,1415400
"Design brosur modern, professional siap cetak",gigs,Desain Grafis & Branding,Desain Brosur/Flyer,vi********ci,2015-10-21 15:34:00,2024-09-06 10:38:00,,2024-09-11 16:45:00,404400
Basic,gigs,Pemasaran & Periklanan,Followers TikTok,si*by,2016-05-03 11:16:00,2024-09-06 13:36:00,,2024-09-06 13:36:00,100089
Jasa Tambah Followers Shopee Permanen,gigs,Pemasaran & Periklanan,Kelola Marketplace,si*by,2016-05-03 11:16:00,2024-09-06 15:06:00,,2024-09-06 15:06:00,100089
Basic,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,th*****ts,2020-09-08 17:25:00,2024-09-06 15:12:00,,2024-09-06 15:12:00,100089
Desain Brosur/Flyer Profesional & Kreatif,gigs,Desain Grafis & Branding,Desain Brosur/Flyer,Al*********di,2024-08-29 20:20:00,2024-09-06 15:52:00,,2024-09-06 15:52:00,303300
Review Ulasan Google Maps / Gmaps,gigs,Pemasaran & Periklanan,Review Google Maps,Fa*********is,2024-09-06 18:38:00,2024-09-06 19:47:00,,2024-09-06 19:58:00,100089
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,fe******dy,2024-09-07 09:16:00,2024-09-07 09:19:00,,2024-09-07 09:23:00,100089
Gambar & Illustrasi,gigs,Desain Grafis & Branding,Gambar & Ilustrasi,bl******ne,2024-09-07 10:02:00,2024-09-07 10:06:00,,2024-09-07 10:06:00,101171
Jasa Follower Organic Instagram Indonesia,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,li****************an,2019-03-20 14:06:00,2024-09-07 11:52:00,,2024-09-07 11:54:00,141540
Desain Logo UKM Cepat dan Hemat,gigs,Desain Grafis & Branding,Desain Logo,ad****r1,2024-09-07 12:49:00,2024-09-07 12:56:00,,2024-09-07 12:56:00,303331
Desain Logo UKM Cepat dan Hemat,gigs,Desain Grafis & Branding,Desain Logo,ad****r1,2024-09-07 12:49:00,2024-09-07 12:57:00,,2024-09-07 13:00:00,315432
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,Mi*******8M,2024-09-07 11:11:00,2024-09-07 14:49:00,,2024-09-07 14:49:00,100126
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,ad**********ya,2024-08-19 09:25:00,2024-09-07 15:17:00,,2024-09-07 15:17:00,567196
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,Is****ae,2024-09-07 19:24:00,2024-09-07 19:43:00,,2024-09-07 19:45:00,100089
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,Is****ae,2024-09-07 19:24:00,2024-09-07 19:54:00,,2024-09-07 19:54:00,100089
Tambah Viewers Live Shopee,gigs,Pemasaran & Periklanan,Pemasaran Online Lainnya,dh******ih,2024-09-07 19:44:00,2024-09-07 19:58:00,,2024-09-07 19:59:00,176925
Pembuatan Website Wordpress Murah dan Clean,gigs,Web & Pemrograman,Pembuatan Landing Page,sl******10,2024-09-03 13:06:00,2024-09-07 22:51:00,,2024-09-07 23:00:00,161760
Jasa Follower Twitter Cepat Dan Aman,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,yu********ah,2024-09-08 08:22:00,2024-09-08 08:54:00,,2024-09-08 08:54:00,101130
Plus,gigs,Penulisan & Penerjemahan,Jasa Pengetikan,th*****ts,2020-09-08 17:25:00,2024-09-08 13:38:00,,2024-09-08 13:38:00,121320
"Jasa Desain Banner Gofood, Grabfood, Shoppefood",gigs,Desain Grafis & Branding,Desain Banner/Billboard,th*****ts,2020-09-08 17:25:00,2024-09-08 13:42:00,,2024-09-08 13:42:00,758250
Desain Logo 1 Hari Selesai,gigs,Desain Grafis & Branding,Desain Logo,Me******pa,2024-07-30 04:06:00,2024-09-08 15:08:00,,2024-09-12 12:42:00,151650
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,As****14,2024-09-08 17:56:00,2024-09-08 19:50:00,,2024-09-08 19:51:00,100089
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,Er******01,2024-09-09 00:13:00,2024-09-09 00:17:00,,2024-09-09 00:17:00,100161
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,Er******01,2024-09-09 00:13:00,2024-09-09 00:17:00,,2024-09-09 00:17:00,100096
Jasa Desain Logo Profesional,gigs,Desain Grafis & Branding,Desain Logo,09********24,2024-09-09 10:48:00,2024-09-09 10:59:00,,2024-09-09 10:59:00,303384
Jasa Hapus Akun,gigs,Pemasaran & Periklanan,Hapus Akun Facebook,Kh****ia,2024-09-09 15:13:00,2024-09-09 15:31:00,,2024-09-09 15:32:00,151650
desail logo,contest,Desain Grafis & Branding,Desain Logo,ro*************zi,2024-09-09 15:54:00,2024-09-09 16:07:00,,2024-09-09 16:07:00,2665754
Desain Brosur,gigs,Desain Grafis & Branding,Desain Brosur/Flyer,vi********ci,2015-10-21 15:34:00,2024-09-09 16:22:00,,2024-09-11 16:45:00,454950
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,la*******an,2024-09-09 16:29:00,2024-09-09 16:37:00,,2024-09-09 16:38:00,100089
Kontes design karpet dengan kombinasi warna terbaik,contest,Desain Grafis & Branding,Desain Lainnya,ca******op,2018-11-25 00:26:00,2024-09-09 21:48:00,,2024-09-09 21:49:00,3331750
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Followers TikTok,he****12,2024-09-10 00:59:00,2024-09-10 01:03:00,,2024-09-10 01:03:00,100145
Jasa Penulisan Policy Brief Profesional Terpercaya,gigs,Penulisan & Penerjemahan,Penulisan Blog & Article,ya*********na,2024-08-14 13:24:00,2024-09-10 11:47:00,,2024-09-10 11:47:00,121347
Jasa Like Konten Media Sosial,gigs,Pemasaran & Periklanan,Buzzer Marketing,fo********es,2024-01-23 22:08:00,2024-09-10 13:35:00,,2024-09-10 13:35:00,252776
Followers INSTAGRAM Real Human INDO,gigs,Pemasaran & Periklanan,Followers Instagram,fa******18,2024-01-18 12:45:00,2024-09-10 14:36:00,,2024-09-10 14:37:00,234276
"Jasa Review dan Rating Google Maps Permanen, Terpercaya dan Bergaransi",gigs,Pemasaran & Periklanan,Review Google Maps,AB********EW,2024-04-05 13:43:00,2024-09-10 14:43:00,,2024-09-10 14:52:00,525720
Kontes Design Logo VITRA (Produk Aki),contest,Desain Grafis & Branding,Desain Logo,ST******TA,2023-08-31 10:43:00,2024-09-10 15:53:00,,2024-09-10 16:03:00,7464107
Kontes Design Logo VITRA (Produk AKI),contest,Desain Grafis & Branding,Desain Logo,MA*********DA,2023-08-31 10:43:00,2024-09-10 16:09:00,,2024-09-10 16:35:00,7464136
Tambah Followers Tiktok,gigs,Pemasaran & Periklanan,Followers TikTok,md*****cq,2024-09-10 16:53:00,2024-09-10 16:59:00,,2024-09-10 16:59:00,455034
Tambah Followers Instagram,gigs,Pemasaran & Periklanan,Followers Instagram,Je*****et,2024-09-11 09:13:00,2024-09-11 09:18:00,,2024-09-11 09:18:00,100127
Desain Website,gigs,Desain Grafis & Branding,Desain Website,Cv*******ip,2024-09-11 09:47:00,2024-09-11 09:56:00,,2024-09-11 09:58:00,101100
Jasa Pembuatan Logo,gigs,Web & Pemrograman,Internal Sribu,th*****ts,2020-09-08 17:25:00,2024-09-11 10:13:00,,2024-09-11 10:13:00,100089
Jasa Review Tiktok Shop,gigs,Pemasaran & Periklanan,Review Produk Marketplace,nu****ce,2024-09-11 12:41:00,2024-09-11 12:47:00,,2024-09-11 12:47:00,151654
Penawaran #2 compro (2 perusahaan),gigs_custom_offer,,,be************32,2018-12-09 19:52:00,2024-09-11 13:48:00,,2024-09-11 13:48:00,3841842
Penawaran #3 (3 perusahaan),gigs_custom_offer,,,be************32,2018-12-09 19:52:00,2024-09-11 13:48:00,,2024-09-11 13:48:00,5560510
UP Desain Presentasi UMKM&UKM (LEVEL UP DESAIN),gigs,Desain Grafis & Branding,Desain Presentasi,La****o7,2024-09-11 23:43:00,2024-09-12 00:02:00,,2024-09-12 00:03:00,505500
Kontes Desain Logo untuk Perusahaan Alat Kesehatan,contest,Desain Grafis & Branding,Desain Logo,ka****li,2024-02-12 08:48:00,2024-09-12 08:01:00,,2024-09-12 08:01:00,1788547
tes1121212,gigs_custom_offer,,,Ni****an,2024-03-20 13:40:00,2024-09-12 10:14:00,,2024-09-12 10:14:00,101142
Kontes Desain Logo untuk Perusahaan Alat Kesehatan,contest,Desain Grafis & Branding,Desain Logo,ka****li,2024-02-12 08:48:00,2024-09-12 10:59:00,,2024-09-12 10:59:00,1788562
Konsultasi pembuatan website dan mobile app,gigs,Konsultasi,Konsultan IT,th*****ts,2020-09-08 17:25:00,2024-09-12 11:35:00,,2024-09-12 11:35:00,9099000
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-09-12 12:03:00,,2024-09-12 12:03:00,151668
Jasa Desain Logo Perusahaan atau Bisnis Anda!,gigs,Desain Grafis & Branding,Desain Logo,Nd****st,2024-09-12 12:05:00,2024-09-12 12:21:00,,2024-09-12 12:21:00,101145
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-09-12 12:56:00,,2024-09-12 12:56:00,151653
"Youtube Subscribers Aktif, Non Drop, Bergaransi",gigs,Pemasaran & Periklanan,Subscribers YouTube,Te****ul,2024-08-27 21:12:00,2024-09-12 15:10:00,,2024-09-12 15:10:00,252835
"Jasa Review Marketplace (Shoppe,Lazada,Tokopedia,Bukalapak dll), Aplikasi Play Store, Google Bisnis",gigs,Pemasaran & Periklanan,Review Produk Marketplace,Jr****aa,2024-09-12 14:21:00,2024-09-12 15:18:00,,2024-09-12 15:18:00,151651
Jasa Review Dan Ulasan Aplikasi Playstore,gigs,Pemasaran & Periklanan,Tambah Review,ta****ms,2024-09-10 20:00:00,2024-09-12 15:21:00,,2024-09-12 15:21:00,909941
"Jasa Traffic Website 3000/hari! Visitor Unik Indonesia, Aman Adsense & SEO Optimal",gigs,Pemasaran & Periklanan,SEO (Search Engine Optimization),fr*****pz,2024-09-12 21:50:00,2024-09-12 22:00:00,,2024-09-12 22:01:00,303300
Kontes Desain Logo untuk Perusahaan Alat Kesehatan,contest,Desain Grafis & Branding,Desain Logo,ka****li,2024-02-12 08:48:00,2024-09-13 09:22:00,,2024-09-13 09:22:00,1788584
Kontes Desain Logo untuk Perusahaan Alat Kesehatan,contest,Desain Grafis & Branding,Desain Logo,ka****li,2024-02-12 08:48:00,2024-09-13 10:43:00,,2024-09-13 10:43:00,1788564
Jasa View Youtube Permanen,gigs,Pemasaran & Periklanan,Views YouTube,No******04,2024-09-13 10:21:00,2024-09-13 11:08:00,,2024-09-13 11:08:00,100148
Jasa View Youtube Permanen,gigs,Pemasaran & Periklanan,Views YouTube,No******04,2024-09-13 10:21:00,2024-09-13 11:11:00,,2024-09-13 11:36:00,104093
Jasa Desain Kemasan,gigs_custom_offer,,,Sh******00,2024-09-10 23:57:00,2024-09-13 12:00:00,,2024-09-13 12:13:00,232530
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-09-13 13:10:00,,2024-09-13 13:11:00,151729
Jasa View Youtube Permanen,gigs,Pemasaran & Periklanan,Views YouTube,No******04,2024-09-13 10:21:00,2024-09-13 13:11:00,,2024-09-13 13:18:00,100089
IG & FB Post Design (1 Feed/6 Feed),gigs,Desain Grafis & Branding,Desain Feed Instagram,Ap*****24,2024-09-13 13:16:00,2024-09-13 13:27:00,,2024-09-13 13:27:00,111288
Desain Landing Page Untuk Usaha Kecil UMKM,gigs,Web & Pemrograman,Pembuatan Landing Page,Ad****tt,2024-09-14 07:48:00,2024-09-14 07:58:00,,2024-09-14 07:58:00,101145
Scrape Data | Data Scrapping,gigs,Web & Pemrograman,Data Scraping,pi****12,2024-09-14 10:33:00,2024-09-14 10:38:00,,2024-09-14 10:38:00,211325
Insurance Intermediary LOGO,contest,Desain Grafis & Branding,Desain Logo,pa***s0,2012-08-01 10:35:00,2024-09-14 10:59:00,,2024-09-14 11:11:00,4931200
Jasa Pembuatan Konten Sosial | Bukan Template,gigs,Pemasaran & Periklanan,Social Media Marketing,ra*************11,2022-03-31 13:50:00,2024-09-14 15:19:00,,2024-09-14 15:19:00,505582
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,An******08,2024-09-06 16:38:00,2024-09-14 16:36:00,,2024-09-14 16:41:00,104093
Jasa Rating Dan Review Google Maps,gigs,Pemasaran & Periklanan,Review Google Maps,Ef******_R,2024-09-14 19:22:00,2024-09-14 19:34:00,,2024-09-14 19:37:00,210288
JASA DESAIN LABEL/STIKER,gigs_custom_offer,,,Ta*********di,2024-09-13 11:59:00,2024-09-14 20:44:00,,2024-09-14 20:44:00,101135
Jasa Subscriber Youtube Permanen,gigs,Pemasaran & Periklanan,Subscribers YouTube,Ri******a5,2024-09-16 09:40:00,2024-09-16 09:48:00,,2024-09-16 09:51:00,100171
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,Br*********24,2024-09-16 10:36:00,2024-09-16 10:59:00,,2024-09-16 10:59:00,100089
Video Ucapan Untuk Hari Hari Besar,gigs,"Video, Fotografi & Audio",Video Social Media,Al*******ak,2024-09-16 12:14:00,2024-09-16 12:23:00,,2024-09-16 12:23:00,202274
Jasa SEO Organik (Link Building),gigs,Pemasaran & Periklanan,SEO (Search Engine Optimization),wt*****in,2024-07-17 14:45:00,2024-09-16 14:37:00,,2024-09-16 14:37:00,707771
"Jasa Traffic Website 3000/hari! Visitor Unik Indonesia, Aman Adsense & SEO Optimal",gigs,Pemasaran & Periklanan,SEO (Search Engine Optimization),wt*****in,2024-07-17 14:45:00,2024-09-16 14:49:00,,2024-09-16 14:51:00,315432
Online Meeting Virtual Assistant / Presentation,gigs,Konsultasi,Virtual Assistant,bn******fy,2024-04-03 09:32:00,2024-09-17 09:33:00,,2024-09-17 09:33:00,687565
Jasa Ulas/Review Marketplace - Tokped/Laz/Shopee,gigs,Pemasaran & Periklanan,Tambah Review,we***10,2019-09-02 21:59:00,2024-09-17 10:02:00,,2024-09-17 10:02:00,121320
Like Youtube Video Permanent,gigs,Pemasaran & Periklanan,Likes YouTube,bu******an,2024-09-17 10:52:00,2024-09-17 10:56:00,,2024-09-17 10:56:00,100121
Follower Instagram,gigs,Pemasaran & Periklanan,Followers Instagram,Fa**********01,2024-09-17 11:28:00,2024-09-17 11:35:00,,2024-09-17 11:36:00,101100
Kontes Desain Logo untuk Perusahaan Alat Kesehatan,contest,Desain Grafis & Branding,Desain Logo,ka****li,2024-02-12 08:48:00,2024-09-17 11:46:00,,2024-09-17 11:46:00,1788545
Kontes Desain Logo untuk Perusahaan Alat Kesehatan,contest,Desain Grafis & Branding,Desain Logo,ka****li,2024-02-12 08:48:00,2024-09-17 11:47:00,,2024-09-17 11:47:00,1788581
design logo skincare,contest,Desain Grafis & Branding,Desain Logo,an***ar,2018-04-20 19:03:00,2024-09-17 14:17:00,,2024-09-17 14:17:00,2665759
Review Ulasan Google Maps / Gmaps,gigs,Pemasaran & Periklanan,Review Google Maps,ga******05,2024-02-12 13:45:00,2024-09-17 16:01:00,,2024-09-17 16:01:00,100150
Jasa Hapus Akun Facebook Lama Lupa Email dan Password atau Dihack,gigs,Pemasaran & Periklanan,Hapus Akun Facebook,az*****ta,2024-09-07 13:27:00,2024-09-17 21:53:00,,2024-09-17 21:53:00,101118
Desain logo baju keren,contest,Desain Grafis & Branding,Desain Logo,Ma****di,2024-09-17 23:29:00,2024-09-17 23:35:00,,2024-09-17 23:35:00,2665828
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,Et****05,2024-09-18 08:42:00,2024-09-18 12:15:00,,2024-09-18 12:16:00,100089
Desain Logo Profesional dan Modern 1 Hari Jadi,gigs,Desain Grafis & Branding,Desain Logo,Ac***************wa,2024-09-13 13:09:00,2024-09-18 13:28:00,,2024-09-18 14:01:00,151650
3 logo (house of brands) Aluminium Company,gigs_custom_offer,,,ed*****xy,2024-09-17 17:48:00,2024-09-18 15:57:00,,2024-09-18 17:21:00,1261728
Kontes Desain Logo untuk Klinik Kecantikan,contest,Desain Grafis & Branding,Desain Logo,Ab********ra,2024-03-04 10:25:00,2024-09-18 17:29:00,,2024-10-04 10:16:00,5930267
Jasa Subscriber Youtube Permanen,gigs,Pemasaran & Periklanan,Subscribers YouTube,Al****20,2024-09-18 17:19:00,2024-09-18 17:35:00,,2024-09-18 17:41:00,100089
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-09-18 22:57:00,,2024-09-18 22:57:00,151695
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-09-18 22:58:00,,2024-09-18 23:00:00,157716
Penerjemahan Dokumen & Teks Bahasa Jepang JLPT N1,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,Ni****an,2024-03-20 13:40:00,2024-09-18 23:01:00,,2024-09-18 23:02:00,157716
Jasa Hapus Akun Facebook Lama Lupa Email dan Password atau Dihack,gigs,Pemasaran & Periklanan,Hapus Akun Facebook,Er********23,2024-09-19 10:36:00,2024-09-19 10:43:00,,2024-09-19 10:43:00,101153
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,Ek********ti,2024-09-19 12:20:00,2024-09-19 12:42:00,,2024-09-19 12:44:00,100089
Jasa Likes Instagram,gigs,Pemasaran & Periklanan,Likes Instagram,Re*****88,2024-09-18 11:10:00,2024-09-19 13:16:00,,2024-09-19 13:52:00,104093
Desain Brosur/Flyer (1 Halaman/Lipat 2/Lipat 3),gigs,Desain Grafis & Branding,Desain Brosur/Flyer,ad****53,2024-09-19 16:29:00,2024-09-19 17:15:00,,2024-09-19 17:15:00,353850
Kontes Desain Logo Mie Lada,contest,Desain Grafis & Branding,Desain Logo,mi****aa,2024-09-19 21:12:00,2024-09-19 21:37:00,,2024-09-19 21:40:00,7878104
2K - 3K Followers Instagram INDO Aktif Real Garansi,gigs,Pemasaran & Periklanan,Followers Instagram,Sy****11,2024-09-05 00:40:00,2024-09-20 10:02:00,,2024-09-20 10:02:00,100117
