nama_jobs,type,category,subcategory,client_user_id,register_date,order_date,status_invoice,paid_at,total_paid
Kontes Desain Company Profile untuk PT. Ihaka Saka Nusantara,contest,Desain Grafis & Branding,Desain Company Profile,ma*************to,2018-09-10 10:51:00,2023-12-01 14:56:00,,1900-01-03 00:00:00,0
Kontes Desain Company Profile untuk PT. Ihaka Saka Nusantara (AE-Lift Hosting),contest,Desain Grafis & Branding,Desain Company Profile,ma******44,2023-10-29 21:11:00,2023-12-01 15:11:00,,1900-01-03 00:00:00,0
Kontes Desain Company Profile AE-Lift Hosting,contest,Desain Grafis & Branding,Desain Company Profile,ma******44,2023-10-29 21:11:00,2023-12-01 15:17:00,,1900-01-03 00:00:00,0
(Package - PREMIUM) Penulisan Press Release 200-300 Kata (Indonesia/Inggris),package,Penulisan & Penerjemahan,Siaran Pers,ek******59,2023-12-02 09:19:00,2023-12-02 09:31:00,,1900-01-03 00:00:00,0
Test Order Kontes Indah,contest,Desain Grafis & Branding,Desain Logo,si*by,2016-05-03 11:16:00,2023-12-02 11:42:00,,1900-01-03 00:00:00,0
"(Package - BASIC) Desain Undangan/Ucapan untuk Hari Raya, Ulang Tahun, Acara Perkawinan, Acara Peresmian (1-6 Halaman)",package,Desain Grafis & Branding,Desain Undangan,me******44,2023-11-25 16:17:00,2023-12-02 17:04:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Inggris),package,Penulisan & Penerjemahan,Penulisan Blog & Article,yu******89,2023-12-02 23:02:00,2023-12-02 23:03:00,,1900-01-03 00:00:00,0
Jasa review google maps,gigs,Pemasaran & Periklanan,Review Google Maps,ji******03,2023-12-03 07:07:00,2023-12-03 07:18:00,,1900-01-03 00:00:00,0
Jasa Verified atau Centang Biru Instagram (Subscription),gigs,Pemasaran & Periklanan,Verified Instagram,In*******ar,2023-12-03 11:26:00,2023-12-03 11:29:00,,1900-01-03 00:00:00,0
Penulisan atau Pembuatan Naskah Pidato,gigs,Penulisan & Penerjemahan,Penulisan Naskah,mn******89,2023-12-03 19:06:00,2023-12-04 07:13:00,,1900-01-03 00:00:00,0
(Package - PREMIUM) Desain 12-30 Konten IG & FB,package,Desain Grafis & Branding,Desain Feed Instagram,mz****ri,2017-05-13 13:42:00,2023-12-04 09:42:00,,1900-01-03 00:00:00,0
Pendesain logo,contest,Desain Grafis & Branding,Desain Logo,gr******36,2023-12-05 03:44:00,2023-12-05 03:48:00,,1900-01-03 00:00:00,0
Desain Standee,public,,,,2020-10-02 11:39:00,2023-12-05 13:42:00,,1900-01-03 00:00:00,0
(Package - BASIC) Pembuatan Aplikasi Mobile (Android/iOS),package,Web & Pemrograman,Aplikasi Mobile,ma******94,2023-12-03 22:08:00,2023-12-05 15:16:00,,1900-01-03 00:00:00,0
Jasa Admin Online Shop,gigs,Pemasaran & Periklanan,Kelola Marketplace,ns******86,2023-12-05 17:24:00,2023-12-05 17:26:00,,1900-01-03 00:00:00,0
Upload Produk Marketplace / Input Website,gigs,Penulisan & Penerjemahan,Input Data Entry Website,Fa********ls,2023-12-05 23:28:00,2023-12-06 00:42:00,,1900-01-03 00:00:00,0
Kontes Desain Kemasan Minuman Nata de coco Rasa,contest,Desain Grafis & Branding,Desain Kemasan,in********71,2021-12-20 11:37:00,2023-12-06 09:25:00,,1900-01-03 00:00:00,0
Design bubur bayi milna,contest,Desain Grafis & Branding,Desain Kemasan,na******55,2023-12-06 19:18:00,2023-12-06 19:25:00,,1900-01-03 00:00:00,0
"Desain Label untuk Sabun (head to toe) Bayi, Body Lotion Bayi, Multipurpose Cream, Calming Crem",contest,Desain Grafis & Branding,Desain Label,le******22,2023-12-06 15:29:00,2023-12-06 21:21:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Profil Perusahaan 1500-5000 Kata (Indonesia),package,Penulisan & Penerjemahan,Penulisan untuk Profil Perusahaan (Bahasa Indonesia),de******76,2023-12-07 01:23:00,2023-12-07 01:26:00,,1900-01-03 00:00:00,0
Kontes Desain Logo Perusahaan,contest,Desain Grafis & Branding,Desain Logo,in******00,2023-12-07 08:24:00,2023-12-07 09:22:00,,1900-01-03 00:00:00,0
Kontes Desain Logo Perusahaan,contest,Desain Grafis & Branding,Desain Logo,in******00,2023-12-07 08:24:00,2023-12-07 09:39:00,,1900-01-03 00:00:00,0
(Package - BASIC) Edit 15-60 Detik Video (Minimum Order 1 Video),package,"Video, Fotografi & Audio",Edit Video,pr******99,2023-12-07 14:31:00,2023-12-07 14:34:00,,1900-01-03 00:00:00,0
HAPUS BACKGROUND FOTO PRODUK MURAH,gigs,"Video, Fotografi & Audio",Edit Foto,gu******02,2023-12-07 15:13:00,2023-12-07 15:19:00,,1900-01-03 00:00:00,0
(Package - BASIC) Terjemah Bahasa Inggris ke Indonesia (750-2500 Kata),package,Penulisan & Penerjemahan,Terjemahan,na******05,2023-12-07 16:03:00,2023-12-07 18:16:00,,1900-01-03 00:00:00,0
Pembuatan Desain Lobby Apartemen,private,,,fe****fh,2023-06-08 09:15:00,2023-12-07 19:57:00,,1900-01-03 00:00:00,0
(Package - BASIC) Pembuatan 5-15 Video IG Reels/Youtube Shorts/TikTok,package,Pemasaran & Periklanan,Pembuatan Video Reels/TikTok,ri******47,2023-12-07 20:01:00,2023-12-07 20:08:00,,1900-01-03 00:00:00,0
Job Tambahan Jasa Foto Produk WPC,private,,,bh******28,2023-11-23 13:14:00,2023-12-07 20:09:00,,1900-01-03 00:00:00,0
(Package - BASIC) Fotografi Makanan & Minuman (7-45 Foto),package,"Video, Fotografi & Audio",Fotografi Makanan & Minuman,ar******14,2023-12-07 20:16:00,2023-12-07 20:20:00,,1900-01-03 00:00:00,0
(Package - BASIC) Pembuatan 2-4 Video Iklan Produk/Jasa/Brand di IG/Youtube/TikTok (30-60 Detik),package,"Video, Fotografi & Audio",Video Shooting,ri******08,2023-12-07 23:57:00,2023-12-08 00:25:00,,1900-01-03 00:00:00,0
(Package - BASIC) Desain & Posting IG & FB Feed/Stories (20-25 Desain),package,Pemasaran & Periklanan,Social Media Marketing,nu******68,2023-12-08 04:50:00,2023-12-08 04:53:00,,1900-01-03 00:00:00,0
(Package - BASIC) Video Motion Graphic,package,"Video, Fotografi & Audio",Motion Grafis,re******99,2023-12-08 06:23:00,2023-12-08 06:31:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Buku & E-Book 50-150 Halaman,package,Penulisan & Penerjemahan,Buku & Penulisan E-Book,ri******38,2023-12-07 23:13:00,2023-12-08 09:44:00,,1900-01-03 00:00:00,0
(Package - PREMIUM) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Inggris),package,Penulisan & Penerjemahan,Penulisan Blog & Article,al******71,2023-12-08 10:17:00,2023-12-08 10:20:00,,1900-01-03 00:00:00,0
(Package - BASIC) Input Data di Excel/Spreadsheet (100-1000 Baris),package,Penulisan & Penerjemahan,Input Data di Excel,ri******75,2023-08-02 11:06:00,2023-12-08 16:50:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Deskripsi 50-300 Produk (Indonesia),package,Penulisan & Penerjemahan,Penulisan Deskripsi Produk,in******75,2023-12-09 08:22:00,2023-12-09 08:24:00,,1900-01-03 00:00:00,0
Update price list,private,,,Sa********01,2023-01-30 08:17:00,2023-12-09 15:21:00,,1900-01-03 00:00:00,0
Mela Test,contest,Desain Grafis & Branding,Desain Kemasan,si*by,2016-05-03 11:16:00,2023-12-09 15:27:00,,1900-01-03 00:00:00,0
Ikan Bandeng,contest,Desain Grafis & Branding,Desain Logo,Ad******99,2023-12-09 21:39:00,2023-12-09 23:07:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Inggris),package,Penulisan & Penerjemahan,Penulisan Blog & Article,ir******55,2023-12-09 23:49:00,2023-12-10 00:03:00,,1900-01-03 00:00:00,0
(Package - BASIC) Edit 15-60 Detik Video (Minimum Order 1 Video),package,"Video, Fotografi & Audio",Edit Video,ma******04,2023-12-10 03:54:00,2023-12-10 03:56:00,,1900-01-03 00:00:00,0
Desain Logo untuk Bisnismu menjadi lebih menarik,gigs,Desain Grafis & Branding,Desain Logo,ne******51,2023-12-10 07:19:00,2023-12-10 07:51:00,,1900-01-03 00:00:00,0
Rumah sakit,contest,Desain Grafis & Branding,Desain Logo,pa******47,2023-12-10 15:13:00,2023-12-10 15:18:00,,1900-01-03 00:00:00,0
Jam tangan wanita,contest,Desain Grafis & Branding,Desain Produk,vy******40,2023-12-10 16:02:00,2023-12-10 16:06:00,,1900-01-03 00:00:00,0
(Package - PREMIUM) Pembuatan Video Profil Perusahaan (3-10 Menit),package,"Video, Fotografi & Audio",Video Shooting,ma******48,2023-12-11 07:45:00,2023-12-11 07:48:00,,1900-01-03 00:00:00,0
Desain Poster Keren buat UMKM-mu!,gigs,Desain Grafis & Branding,Desain Poster,be******97,2023-12-11 08:27:00,2023-12-11 08:34:00,,1900-01-03 00:00:00,0
Desain produk,contest,Desain Grafis & Branding,Desain Kemasan,ir******69,2023-12-11 13:23:00,2023-12-11 13:29:00,,1900-01-03 00:00:00,0
Desain bebas,contest,Desain Grafis & Branding,Desain Logo & Stationery,wi******03,2023-12-11 21:42:00,2023-12-11 21:50:00,,1900-01-03 00:00:00,0
tes123asdawd,contest,Desain Grafis & Branding,Desain Logo,ki******33,2023-12-11 22:25:00,2023-12-11 22:30:00,,1900-01-03 00:00:00,0
(Package - BASIC) Pasang Subtitle di 1 Video Youtube/Company Profile/Lainnya (5-30 Menit),package,"Video, Fotografi & Audio",Subtitle,ra******85,2023-12-12 08:13:00,2023-12-12 08:19:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Inggris),package,Penulisan & Penerjemahan,Penulisan Blog & Article,ro******25,2023-12-12 11:19:00,2023-12-12 11:21:00,,1900-01-03 00:00:00,0
Lucky Design & Art,contest,Desain Grafis & Branding,Desain Kartu Nama dan Stationery,ic******49,2023-12-12 17:23:00,2023-12-12 17:42:00,,1900-01-03 00:00:00,0
Jasa review google maps,gigs,Pemasaran & Periklanan,Review Google Maps,si*by,2016-05-03 11:16:00,2023-12-13 13:17:00,,1900-01-03 00:00:00,0
Jasa review google maps,gigs,Pemasaran & Periklanan,Review Google Maps,ro******47,2023-12-13 12:56:00,2023-12-13 13:23:00,,1900-01-03 00:00:00,0
(Package - PREMIUM) Fotografi Katalog Tokopedia / Shopee / IG / TikTok (5-30 Produk),package,"Video, Fotografi & Audio",Fotografi,fe******06,2023-10-06 14:48:00,2023-12-13 15:30:00,,1900-01-03 00:00:00,0
Book Translator,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Inggris,mf******85,2023-12-13 19:40:00,2023-12-13 19:47:00,,1900-01-03 00:00:00,0
Ayam Super duper,contest,Desain Grafis & Branding,Desain Logo,ru******45,2023-12-14 01:21:00,2023-12-14 01:56:00,,1900-01-03 00:00:00,0
(Package - BASIC) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,ri******75,2023-08-02 11:06:00,2023-12-14 14:23:00,,1900-01-03 00:00:00,0
Test kode Mela,contest,Desain Grafis & Branding,Desain Logo,si*by,2016-05-03 11:16:00,2023-12-14 15:55:00,,1900-01-03 00:00:00,0
(Package - PLUS) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,yo******93,2023-12-14 15:58:00,2023-12-14 16:59:00,,1900-01-03 00:00:00,0
"Produk Clothing baju, makanan, minuman, aksesoris",contest,Desain Grafis & Branding,Desain Kemasan,hh******98,2023-12-14 18:07:00,2023-12-14 18:12:00,,1900-01-03 00:00:00,0
Kontes Desain Logo untuk Perusahaan Air Minum Dalam Kemasan (AMDK),contest,Desain Grafis & Branding,Desain Logo,th****ya,2015-01-15 14:43:00,2023-12-14 20:56:00,,1900-01-03 00:00:00,0
(Package - MIDDLE) Graphic Designer,package,Desain Grafis & Branding,Graphic Designer,ra******78,2023-12-14 22:44:00,2023-12-14 22:47:00,,1900-01-03 00:00:00,0
(Package - PREMIUM) Pembuatan 2-4 Video Iklan Produk/Jasa/Brand di IG/Youtube/TikTok (30-60 Detik),package,"Video, Fotografi & Audio",Video Shooting,sy******15,2023-12-15 09:56:00,2023-12-15 09:58:00,,1900-01-03 00:00:00,0
Test Kontes,contest,Desain Grafis & Branding,Desain Logo,si*by,2016-05-03 11:16:00,2023-12-15 10:40:00,,1900-01-03 00:00:00,0
Design kemasan produk,private,,,su*****************ng,2019-09-09 23:32:00,2023-12-15 13:54:00,,1900-01-03 00:00:00,0
(Package - BASIC) Fotografi Makanan & Minuman (7-45 Foto),package,"Video, Fotografi & Audio",Fotografi Makanan & Minuman,rs******31,2023-12-15 16:16:00,2023-12-15 16:18:00,,1900-01-03 00:00:00,0
(Package - PREMIUM) Terjemah Bahasa Indonesia ke Jepang (500-2500 Kata),package,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,hr******30,2023-12-13 11:49:00,2023-12-15 17:39:00,,1900-01-03 00:00:00,0
Job Jasa Desain 3d Exterior Lighting,private,,,ha******87,2023-12-16 13:43:00,2023-12-16 13:46:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Indonesia),package,Penulisan & Penerjemahan,Artikel & Blog Pos,be******50,2023-12-16 14:21:00,2023-12-16 14:30:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Indonesia),package,Penulisan & Penerjemahan,Artikel & Blog Pos,be******50,2023-12-16 14:21:00,2023-12-16 14:32:00,,1900-01-03 00:00:00,0
"(Package - BASIC) Desain Stationery seperti Kartu Nama, Amplop, Kop Surat (1-2 Pilihan Desain)",package,Desain Grafis & Branding,Desain Kartu Nama dan Stationery,lo******07,2023-12-16 14:32:00,2023-12-16 14:42:00,,1900-01-03 00:00:00,0
LOGO TRAVELOKA,contest,Desain Grafis & Branding,Desain Logo,na******96,2023-12-17 11:54:00,2023-12-17 11:58:00,,1900-01-03 00:00:00,0
(Package - BASIC) Desain Label untuk Box/Pouch/Sachet/Botol (1-4 Varian),package,Desain Grafis & Branding,Desain Label,es******32,2023-12-17 12:13:00,2023-12-17 12:31:00,,1900-01-03 00:00:00,0
(Package - PREMIUM) Terjemah Bahasa Indonesia ke Jepang (500-2500 Kata),package,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Jepang,hr******30,2023-12-13 11:49:00,2023-12-18 09:28:00,,1900-01-03 00:00:00,0
Penulisan atau Pembuatan Naskah Pidato,gigs,Penulisan & Penerjemahan,Penulisan Naskah,ri******56,2023-12-17 12:48:00,2023-12-18 16:33:00,,1900-01-03 00:00:00,0
Botol parfum,contest,Desain Grafis & Branding,Desain Produk,re******72,2023-12-18 18:19:00,2023-12-18 18:22:00,,1900-01-03 00:00:00,0
(Package - BASIC) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,im******87,2023-12-18 18:44:00,2023-12-18 18:47:00,,1900-01-03 00:00:00,0
(Package - BASIC) Pengetikan Teks,package,Penulisan & Penerjemahan,Jasa Pengetikan,si******53,2023-12-19 00:44:00,2023-12-19 00:46:00,,1900-01-03 00:00:00,0
(Package - BASIC) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,ri******75,2023-08-02 11:06:00,2023-12-19 15:18:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Indonesia),package,Penulisan & Penerjemahan,Artikel & Blog Pos,ma******08,2023-12-19 15:54:00,2023-12-19 16:00:00,,1900-01-03 00:00:00,0
(Package - PREMIUM) Pengetikan Teks,package,Penulisan & Penerjemahan,Jasa Pengetikan,al******09,2023-12-19 16:44:00,2023-12-19 16:49:00,,1900-01-03 00:00:00,0
(Package - BASIC) Edit 15-60 Detik Video (Minimum Order 1 Video),package,"Video, Fotografi & Audio",Edit Video,in******93,2023-12-19 17:27:00,2023-12-19 17:29:00,,1900-01-03 00:00:00,0
Sukses bersama,contest,Desain Grafis & Branding,Desain Logo,ar******29,2023-12-19 20:17:00,2023-12-19 20:20:00,,1900-01-03 00:00:00,0
"DESAIN POSTER - BALIHO CALEG ""SATU HARI JADI"" - Premium",gigs,Desain Grafis & Branding,Desain Banner/Billboard,di******67,2023-12-16 17:23:00,2023-12-20 07:23:00,,1900-01-03 00:00:00,0
Desain Banner Digital untuk Web Banner/Banner Shopee/Tokopedia (1 HARI JADI) - Premium,gigs,Desain Grafis & Branding,Desain Banner/Billboard,di******67,2023-12-16 17:23:00,2023-12-20 07:24:00,,1900-01-03 00:00:00,0
"Desain Merchandise seperti Goodie Bag/Gelas/Payung/Lainnya (1-2 Pilihan Desain, 1-6 Varian) - Premium",gigs,Desain Grafis & Branding,Desain Merchandise,di******67,2023-12-16 17:23:00,2023-12-20 07:24:00,,1900-01-03 00:00:00,0
Decal Sticker Kendaraan - Premium,gigs,Desain Grafis & Branding,Desain Lainnya,di******67,2023-12-16 17:23:00,2023-12-20 07:25:00,,1900-01-03 00:00:00,0
Jasa Pembuatan Icon untuk Aplikasi dan Aset Web - Plus,gigs,Desain Grafis & Branding,Desain Icon,ri*****06,2017-09-14 11:43:00,2023-12-20 10:18:00,,1900-01-03 00:00:00,0
Kontes Desain Logo untuk PT Insan Berkah Indonesia,contest,Desain Grafis & Branding,Desain Logo,kh*******el,2020-07-24 14:09:00,2023-12-20 11:25:00,,1900-01-03 00:00:00,0
(Package - BASIC) Desain Kemasan untuk Box/Pouch/Sachet/Botol (1-3 Varian),package,Desain Grafis & Branding,Desain Kemasan,na******70,2023-12-20 14:18:00,2023-12-20 14:26:00,,1900-01-03 00:00:00,0
"Jasa desain sosial media dan banner untuk feed IG, FB ads dan E-commerce - Basic",gigs,Desain Grafis & Branding,Desain Feed Instagram,CA************TS,2023-11-27 13:35:00,2023-12-20 21:16:00,,1900-01-03 00:00:00,0
(Package - BASIC) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,in******06,2023-12-20 23:17:00,2023-12-20 23:22:00,,1900-01-03 00:00:00,0
Kripik pisang coklat,contest,Desain Grafis & Branding,Desain Label,dh******17,2023-12-21 13:17:00,2023-12-21 16:35:00,,1900-01-03 00:00:00,0
(Package - BASIC) Pengetikan Teks,package,Penulisan & Penerjemahan,Jasa Pengetikan,yo******48,2023-12-21 19:22:00,2023-12-21 19:26:00,,1900-01-03 00:00:00,0
"Jasa Edit Foto : Ganti / Hapus Background, Koreksi Warna, Dan Lainnya",gigs,"Video, Fotografi & Audio",Edit Foto,lu******64,2023-12-17 08:25:00,2023-12-21 23:22:00,,1900-01-03 00:00:00,0
Job Pembuatan Desain Label,private,,,ih******84,2023-12-22 08:43:00,2023-12-22 13:33:00,,1900-01-03 00:00:00,0
Pembuatan Game Menggunakan RPG Maker MV,gigs,Web & Pemrograman,Pembuatan Game,mi******40,2023-12-22 13:40:00,2023-12-22 13:42:00,,1900-01-03 00:00:00,0
Jasa review google maps,gigs,Pemasaran & Periklanan,Review Google Maps,ri*****12,2023-12-22 13:28:00,2023-12-22 14:53:00,,1900-01-03 00:00:00,0
Kontes Desain Kemasan untuk Produk bahan bangunan (Cat),contest,Desain Grafis & Branding,Desain Kemasan,ri******36,2023-11-29 09:29:00,2023-12-22 15:07:00,,1900-01-03 00:00:00,0
Design Logo 1 Hari jadi,gigs,Desain Grafis & Branding,Desain Logo,mi******40,2023-12-22 13:40:00,2023-12-22 16:19:00,,1900-01-03 00:00:00,0
(Package - BASIC) Input Data di Excel/Spreadsheet (100-1000 Baris),package,Penulisan & Penerjemahan,Input Data di Excel,aw******42,2023-12-24 07:01:00,2023-12-24 07:09:00,,1900-01-03 00:00:00,0
Logo iklan,contest,Desain Grafis & Branding,Desain Kemasan,al******05,2023-12-24 07:51:00,2023-12-24 07:55:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Deskripsi 50-300 Produk (Indonesia),package,Penulisan & Penerjemahan,Penulisan Deskripsi Produk,ga******65,2023-12-24 18:35:00,2023-12-24 18:45:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Artikel/Konten di Web atau Blog 500-1500 Kata (Inggris),package,Penulisan & Penerjemahan,Penulisan Blog & Article,gh******12,2023-12-25 11:07:00,2023-12-25 11:08:00,,1900-01-03 00:00:00,0
(Package - BASIC) Edit 15-60 Detik Video (Minimum Order 1 Video),package,"Video, Fotografi & Audio",Edit Video,ra****30,2023-12-25 15:25:00,2023-12-25 15:55:00,,1900-01-03 00:00:00,0
Penulisan Deskripsi Produk Bahasa Indonesia,gigs,Penulisan & Penerjemahan,Penulisan Deskripsi Produk,al******86,2023-12-23 22:55:00,2023-12-25 18:46:00,,1900-01-03 00:00:00,0
Desain Logo,gigs,Desain Grafis & Branding,Desain Logo,ir******48,2023-12-26 13:12:00,2023-12-26 13:20:00,,1900-01-03 00:00:00,0
(Package - PREMIUM) Desain & Posting IG & FB Feed/Stories (20-25 Desain),package,Pemasaran & Periklanan,Social Media Marketing,ve******98,2023-12-26 15:08:00,2023-12-26 15:18:00,,1900-01-03 00:00:00,0
(Package - BASIC) Pembuatan Akun Marketplace Shopee/ Tokopedia/ Lainnya (5-15 SKU),package,Pemasaran & Periklanan,Ecommerce Marketing,ra******29,2023-12-26 16:32:00,2023-12-26 16:34:00,,1900-01-03 00:00:00,0
Snack Gurih,contest,Desain Grafis & Branding,Desain Kemasan,ri******81,2023-12-26 23:42:00,2023-12-26 23:57:00,,1900-01-03 00:00:00,0
(Package - BASIC) Pembuatan Akun Marketplace Shopee/ Tokopedia/ Lainnya (5-15 SKU),package,Pemasaran & Periklanan,Ecommerce Marketing,Ri***********na,2023-12-27 00:08:00,2023-12-27 00:10:00,,1900-01-03 00:00:00,0
(Package - BASIC) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,ri******75,2023-08-02 11:06:00,2023-12-27 10:50:00,,1900-01-03 00:00:00,0
(Package - PREMIUM) Pengetikan Teks,package,Penulisan & Penerjemahan,Jasa Pengetikan,Ta****97,2023-12-27 11:03:00,2023-12-27 11:22:00,,1900-01-03 00:00:00,0
tryuioiufdsadfghjk,contest,Desain Grafis & Branding,Desain Logo,va******38,2023-12-27 16:10:00,2023-12-27 16:13:00,,1900-01-03 00:00:00,0
(Package - PLUS) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,v2******18,2023-12-27 19:26:00,2023-12-27 19:28:00,,1900-01-03 00:00:00,0
(Package - PLUS) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,ri******75,2023-08-02 11:06:00,2023-12-27 20:48:00,,1900-01-03 00:00:00,0
Desain Logo Professional 1 hari jadi,gigs,Desain Grafis & Branding,Desain Logo,va******38,2023-12-27 16:10:00,2023-12-27 21:30:00,,1900-01-03 00:00:00,0
Loyalitas,contest,Desain Grafis & Branding,Desain Aplikasi Mobile,ju******80,2023-12-28 04:36:00,2023-12-28 04:45:00,,1900-01-03 00:00:00,0
Perusahaan minuman mineral,contest,Desain Grafis & Branding,Desain Logo,ju******80,2023-12-28 04:36:00,2023-12-28 05:07:00,,1900-01-03 00:00:00,0
Saya membutuhkan seseorang yang bisa mengkoneksikan login dan sign up kedalam database,public,,,na******28,2023-12-27 12:49:00,2023-12-28 05:28:00,,1900-01-03 00:00:00,0
(Package - BASIC) Pembuatan Akun Marketplace Shopee/ Tokopedia/ Lainnya (5-15 SKU),package,Pemasaran & Periklanan,Ecommerce Marketing,sa******55,2023-12-28 06:23:00,2023-12-28 06:27:00,,1900-01-03 00:00:00,0
(Package - BASIC) Desain Logo (1-4 Pilihan Desain),package,Desain Grafis & Branding,Desain Logo,ri******75,2023-08-02 11:06:00,2023-12-28 12:43:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Buku & E-Book 50-150 Halaman,package,Penulisan & Penerjemahan,Buku & Penulisan E-Book,me******23,2023-12-28 14:48:00,2023-12-28 14:53:00,,1900-01-03 00:00:00,0
(Package - BASIC) Pengetikan Teks,package,Penulisan & Penerjemahan,Jasa Pengetikan,su******90,2023-12-28 16:38:00,2023-12-28 16:44:00,,1900-01-03 00:00:00,0
Desain project,contest,Desain Grafis & Branding,Desain Logo & Stationery,pa******25,2023-12-28 23:57:00,2023-12-29 00:11:00,,1900-01-03 00:00:00,0
"(Package - BASIC) Pembuatan Akun TikTok untuk Bisnis (3 Konten Video, Upload 5-15 Produk)",package,Pemasaran & Periklanan,Pembuatan Akun TikTok,ca******91,2023-12-29 10:36:00,2023-12-29 10:39:00,,1900-01-03 00:00:00,0
Disain Logo Aplikasi Job Portal,contest,Desain Grafis & Branding,Desain Logo & Stationery,ab**gw,2018-10-24 16:17:00,2023-12-29 15:28:00,,1900-01-03 00:00:00,0
(Package - BASIC) Penulisan Deskripsi 50-300 Produk (Indonesia),package,Penulisan & Penerjemahan,Penulisan Deskripsi Produk,ch******62,2023-12-29 15:43:00,2023-12-29 15:45:00,,1900-01-03 00:00:00,0
Kontes Disain Aplikasi Job Portal,contest,Desain Grafis & Branding,Desain Logo,ab**gw,2018-10-24 16:17:00,2023-12-29 16:22:00,,1900-01-03 00:00:00,0
Kontes desain,contest,Desain Grafis & Branding,Desain Kemasan,na******57,2023-12-29 16:52:00,2023-12-29 17:00:00,,1900-01-03 00:00:00,0
Design Logo 1 Hari jadi,gigs,Desain Grafis & Branding,Desain Logo,ke******27,2023-12-29 18:51:00,2023-12-29 19:07:00,,1900-01-03 00:00:00,0
Desain logo,contest,Desain Grafis & Branding,Desain Produk,ka******05,2023-12-30 07:35:00,2023-12-30 07:42:00,,1900-01-03 00:00:00,0
"Jasa desain Company Profile, Brosur, Leaflet, Flyer dan Booklet",gigs,Desain Grafis & Branding,Desain Company Profile,yu******43,2023-12-28 16:51:00,2023-12-30 11:37:00,,1900-01-03 00:00:00,0
Seni Lorrens,contest,Desain Grafis & Branding,Desain Logo,fa******17,2023-12-30 18:12:00,2023-12-30 18:17:00,,1900-01-03 00:00:00,0
(Package - BASIC) Desain Seragam (1-3 Varian Desain),package,Desain Grafis & Branding,Desain Baju,ah******29,2023-12-31 00:49:00,2023-12-31 01:00:00,,1900-01-03 00:00:00,0
Jasa Virtual Assistant (Asisten Virtual),gigs,Konsultasi,Virtual Assistant,rm******02,2023-12-31 07:48:00,2023-12-31 07:56:00,,1900-01-03 00:00:00,0
Desain ebook - Basic,gigs,Desain Grafis & Branding,Desain Cover Buku,ti******94,2023-12-27 10:24:00,2023-12-31 21:18:00,,1900-01-03 00:00:00,0
"Writing Service: Any Document, Type and Purpose (Fast Response 24hours)",gigs,Penulisan & Penerjemahan,Jasa Pengetikan,ni******78,2024-01-01 22:34:00,2024-01-01 23:02:00,,1900-01-03 00:00:00,0
"(Package - BASIC) Penulisan Naskah Konten Iklan, Video, Film Pendek (500-1500 Kata)",package,Penulisan & Penerjemahan,Penulisan Naskah,ma******19,2024-01-02 00:41:00,2024-01-02 00:44:00,,1900-01-03 00:00:00,0
"Kontes makanan,gym, olahraga workout",contest,Desain Grafis & Branding,Desain Maskot/Karakter,ka******77,2024-01-02 04:27:00,2024-01-02 04:32:00,,1900-01-03 00:00:00,0
JASA SUBSCRIBER YOUTUBE,gigs,Pemasaran & Periklanan,Subscribers YouTube,di******92,2024-01-02 06:10:00,2024-01-02 06:15:00,,1900-01-03 00:00:00,0
